     10,0.9968674
     20,0.9949609
     30,0.9934751
     40,0.9890074
     50,0.9849709
     60,0.9778018
     70,0.9710379
     80,0.9634272
     90,0.9585699
    100,0.9549698
    110,0.9490735
    120,0.9436551
    130,0.9383094
    140,0.9352444
    150,0.9348704
    160,0.9346158
    170,0.9343872
    180,0.9341223
    190,0.9337742
    200,0.9335716
    210,0.9331508
    220,0.9329534
    230,0.9326781
    240,0.9324547
    250,0.9321897
    260,0.9318469
    270,0.9315508
    280,0.9314521
    290,0.9313430
    300,0.9312443
    310,0.9311196
    320,0.9310209
    330,0.9309533
    340,0.9308910
    350,0.9307975
    360,0.9306988
    370,0.9306364
    380,0.9305118
    390,0.9304079
    400,0.9303351
    410,0.9302364
    420,0.9301793
    430,0.9301325
    440,0.9300858
    450,0.9300442
    460,0.9299767
    470,0.9299091
    480,0.9298676
    490,0.9298156
    500,0.9297429
    510,0.9296806
    520,0.9295663
    530,0.9295247
    540,0.9294572
    550,0.9294104
    560,0.9293741
    570,0.9293169
    580,0.9293065
    590,0.9292598
    600,0.9292286
    610,0.9292078
    620,0.9291455
    630,0.9290468
    640,0.9290260
    650,0.9289792
    660,0.9289481
    670,0.9288961
    680,0.9288598
    690,0.9288338
    700,0.9288026
    710,0.9287766
    720,0.9287091
    730,0.9286779
    740,0.9286468
    750,0.9286260
    760,0.9285896
    770,0.9285688
    780,0.9285273
    790,0.9284493
    800,0.9284130
    810,0.9283818
    820,0.9283143
    830,0.9282727
    840,0.9282415
    850,0.9282208
    860,0.9281169
    870,0.9280701
    880,0.9280545
    890,0.9280493
    900,0.9279402
    910,0.9278623
    920,0.9278259
    930,0.9278052
    940,0.9277688
    950,0.9277428
    960,0.9277117
    970,0.9276545
    980,0.9276389
    990,0.9276078
   1000,0.9275506
   1010,0.9275246
   1020,0.9274883
   1030,0.9274623
   1040,0.9273948
   1050,0.9273636
   1060,0.9273376
   1070,0.9272857
   1080,0.9271922
   1090,0.9271818
   1100,0.9271714
   1110,0.9270986
   1120,0.9270883
   1130,0.9270623
   1140,0.9270415
   1150,0.9270155
   1160,0.9269844
   1170,0.9269116
   1180,0.9268285
   1190,0.9268077
   1200,0.9267506
   1210,0.9267298
   1220,0.9266779
   1230,0.9265999
   1240,0.9265895
   1250,0.9265584
   1260,0.9264701
   1270,0.9264597
   1280,0.9264441
   1290,0.9264233
   1300,0.9263610
   1310,0.9263454
   1320,0.9263142
   1330,0.9262259
   1340,0.9262155
   1350,0.9261947
   1360,0.9261376
   1370,0.9261324
   1380,0.9261064
   1390,0.9260960
   1400,0.9260804
   1410,0.9260596
   1420,0.9260337
   1430,0.9260025
   1440,0.9259869
   1450,0.9259817
   1460,0.9259713
   1470,0.9259557
   1480,0.9259402
   1490,0.9258622
   1500,0.9258467
   1510,0.9258207
   1520,0.9258051
   1530,0.9257895
   1540,0.9257791
   1550,0.9257635
   1560,0.9257583
   1570,0.9257324
   1580,0.9257168
   1590,0.9256596
   1600,0.9255973
   1610,0.9255765
   1620,0.9254882
   1630,0.9254051
   1640,0.9253999
   1650,0.9253895
   1660,0.9253687
   1670,0.9253531
   1680,0.9253427
   1690,0.9253064
   1700,0.9252960
   1710,0.9252336
   1720,0.9252077
   1730,0.9251765
   1740,0.9251609
   1750,0.9251194
   1760,0.9251142
   1770,0.9250882
   1780,0.9250778
   1790,0.9250518
   1800,0.9250362
   1810,0.9250258
   1830,0.9250103
   1840,0.9250051
   1850,0.9249947
   1860,0.9249843
   1870,0.9249271
   1880,0.9249116
   1890,0.9249012
   1900,0.9248700
   1910,0.9248596
   1920,0.9248232
   1930,0.9248025
   1940,0.9247817
   1960,0.9247609
   1970,0.9247453
   1980,0.9247141
   1990,0.9246310
   2000,0.9246206
   2010,0.9245947
   2020,0.9245791
   2030,0.9244960
   2040,0.9244856
   2050,0.9244804
   2060,0.9244544
   2070,0.9244440
   2080,0.9244024
   2090,0.9243973
   2100,0.9243661
   2110,0.9243401
   2120,0.9243245
   2130,0.9242466
   2140,0.9242206
