     10,0.9978351
     20,0.9949612
     30,0.9931028
     40,0.9912588
     50,0.9820051
     60,0.9761712
     70,0.9702990
     80,0.9634258
     90,0.9567441
    100,0.9519161
    110,0.9486352
    120,0.9480987
    130,0.9476437
    140,0.9471791
    150,0.9466906
    160,0.9462307
    170,0.9456991
    180,0.9450860
    190,0.9445687
    200,0.9441712
    210,0.9440131
    220,0.9437784
    230,0.9436395
    240,0.9434431
    250,0.9433042
    260,0.9431126
    270,0.9429402
    280,0.9428300
    290,0.9426241
    300,0.9425187
    310,0.9424421
    320,0.9423271
    330,0.9422409
    340,0.9421739
    350,0.9420781
    360,0.9419631
    370,0.9418529
    380,0.9417907
    390,0.9416997
    400,0.9415943
    410,0.9415320
    420,0.9414841
    430,0.9414027
    440,0.9413500
    450,0.9412830
    460,0.9411968
    470,0.9411680
    480,0.9411010
    490,0.9410243
    500,0.9409860
    510,0.9409237
    520,0.9408806
    530,0.9408327
    540,0.9407801
    550,0.9407369
    560,0.9407226
    570,0.9406795
    580,0.9406220
    590,0.9405406
    600,0.9405070
    610,0.9404831
    620,0.9404448
    630,0.9404112
    640,0.9403633
    650,0.9403202
    660,0.9402676
    670,0.9402197
    680,0.9401574
    690,0.9400903
    700,0.9400616
    710,0.9400472
    720,0.9400185
    730,0.9399945
    740,0.9399419
    750,0.9399179
    760,0.9398844
    770,0.9398030
    780,0.9397551
    790,0.9396976
    800,0.9396784
    810,0.9396545
    820,0.9396114
    830,0.9395730
    840,0.9395683
    850,0.9395443
    860,0.9394868
    870,0.9394485
    880,0.9394150
    890,0.9393767
    900,0.9393623
    910,0.9392665
    920,0.9391899
    930,0.9391611
    940,0.9391468
    950,0.9390941
    960,0.9390605
    970,0.9390318
    980,0.9389887
    990,0.9389025
   1000,0.9388306
   1010,0.9388163
   1020,0.9388019
   1030,0.9387827
   1040,0.9387109
   1050,0.9386103
   1060,0.9385864
   1070,0.9385720
   1080,0.9385480
   1090,0.9385241
   1100,0.9385097
   1110,0.9384906
   1120,0.9384810
   1130,0.9384666
   1140,0.9384427
   1150,0.9384283
   1160,0.9384139
   1170,0.9383948
   1180,0.9383469
   1190,0.9383181
   1200,0.9382942
   1210,0.9382271
   1220,0.9381792
   1230,0.9381313
   1240,0.9381266
   1250,0.9380978
   1260,0.9380451
   1270,0.9380212
   1280,0.9380020
   1290,0.9379493
   1300,0.9379206
   1310,0.9379158
   1320,0.9378200
   1330,0.9377961
   1340,0.9377530
   1350,0.9377386
   1360,0.9377242
   1370,0.9377051
   1380,0.9376524
   1390,0.9376236
   1400,0.9376045
   1410,0.9375949
   1420,0.9375757
   1430,0.9375614
   1440,0.9375470
   1450,0.9374560
   1460,0.9374320
   1470,0.9374225
   1480,0.9374081
   1490,0.9373794
   1500,0.9372596
   1510,0.9371878
   1520,0.9371734
   1530,0.9371638
   1540,0.9371447
   1550,0.9371063
   1560,0.9370776
   1570,0.9370345
   1580,0.9369722
   1590,0.9369148
   1600,0.9368812
   1610,0.9368764
   1620,0.9368477
   1630,0.9368046
   1640,0.9367280
   1650,0.9366130
   1660,0.9365843
   1670,0.9365699
   1680,0.9365316
   1690,0.9365124
   1700,0.9364933
   1710,0.9364741
   1720,0.9364549
   1730,0.9364118
   1740,0.9363975
   1750,0.9363879
   1760,0.9363831
   1770,0.9363592
   1780,0.9362681
   1790,0.9362634
   1800,0.9362394
   1810,0.9362155
   1820,0.9362107
   1830,0.9361819
   1840,0.9361676
   1850,0.9361340
   1860,0.9360574
   1870,0.9360287
   1880,0.9360047
   1890,0.9359808
   1900,0.9359664
   1910,0.9359616
   1920,0.9359281
   1930,0.9358898
   1940,0.9358706
   1950,0.9358371
   1960,0.9358275
   1970,0.9358179
   1980,0.9357652
   1990,0.9357461
   2000,0.9357317
   2020,0.9357269
   2030,0.9357125
   2040,0.9356694
   2050,0.9356359
   2060,0.9356120
   2070,0.9356024
   2080,0.9355066
   2090,0.9354970
   2100,0.9354778
   2110,0.9354683
   2120,0.9354347
   2130,0.9353485
   2140,0.9353437
   2150,0.9352767
   2160,0.9352623
   2170,0.9352527
   2180,0.9352431
   2190,0.9352192
   2200,0.9352048
   2210,0.9351186
